years,popChange,gdpChange,afterGdp,afterPopulation,beforePercent,afterPercent,flagChina,flagEU30,flagNafta,flagRow,flagSword,beforeYear,afterYear,afterTotalConsumption,beforeTotalConsumption
1,0.00647942753289807,0.0894477911861378,10045.4037865323,1325.781,-0.105322411919442,-0.0963346140969999,1,0,0,0,0,2007,2008,73.1927338692644,65.3531375094667
1,0.00661723165439853,0.0867956775407141,10989.5437268541,1334.554,-0.0963346140969999,-0.0857680113189934,1,0,0,0,0,2008,2009,85.0249586046434,73.1927338692644
1,0.00685172724370839,0.0988298283290366,12158.3774277246,1343.698,-0.0857680113189934,-0.093277627059526,1,0,0,0,0,2009,2010,85.5930434733828,85.0249586046434
1,0.00668825882006214,0.088229958183914,13319.6036516575,1352.685,-0.093277627059526,-0.0915744809013993,1,0,0,0,0,2010,2011,91.2776283930021,85.5930434733828
1,0.00652110432214458,0.0716490293826767,14367.0221790085,1361.506,-0.0915744809013993,-0.0888796136285185,1,0,0,0,0,2011,2012,99.5149312976085,91.2776283930021
1,0.00742560076856062,0.0697182007066896,15482.7866863306,1371.616,-0.0888796136285185,-0.0679209904632757,1,0,0,0,0,2012,2013,115.418197195441,99.5149312976085
1,0.00653900216970351,0.0672786988723915,16632.5018336394,1380.585,-0.0679209904632757,-0.0635540642328291,1,0,0,0,0,2013,2014,129.206428560052,115.418197195441
1,0.00667108508349724,0.0629092420105149,17796.7769619942,1389.795,-0.0635540642328291,-0.0517229353304451,1,0,0,0,0,2014,2015,141.597597897524,129.206428560052
1,0.00564183926406405,0.0620083197627991,19006.9577954098,1397.636,-0.0517229353304451,-0.055508052936097,1,0,0,0,0,2015,2016,155.58815181182,141.597597897524
1,0.00608670640996659,0.0625326755529145,20318.4378832931,1406.143,-0.055508052936097,-0.0379153473879071,1,0,0,0,1,2016,2017,152.948706065386,155.58815181182
1,0.00587849173234876,0.0607643057983916,21679.7732214737,1414.409,-0.0379153473879071,-9.77184061066998e-05,1,0,0,0,1,2017,2018,162.003778312903,152.948706065386
1,0.00376199529273351,0.0560272305297477,22980.5596147621,1419.73,-9.77184061066998e-05,0.000296989627617951,1,0,0,0,1,2018,2019,173.334716814495,162.003778312903
1,0.00300620540525313,0.0199338692891409,23509.1124859016,1423.998,0.000296989627617951,0.000184800401296593,1,0,0,0,1,2019,2020,196.815838844558,173.334716814495
1,0.0049862204724412,0.0201025544275266,336.225748152439,510.533,0.0227419428473042,0.0227601693768727,0,1,0,0,0,2007,2008,88.0675045870601,89.714967261113
1,0.00438757142045657,-0.049341115312794,321.038420497197,512.773,0.0227601693768727,0.0359867140018507,0,1,0,0,0,2008,2009,86.2337197511394,88.0675045870601
1,0.00343621836563147,0.0193232430879719,328.36639864608,514.535,0.0359867140018507,0.0169298254885595,0,1,0,0,0,2009,2010,87.6550214887223,86.2337197511394
1,0.00322621396017757,-0.0314694677311023,319.058924986387,516.195,0.0169298254885595,0.016962862304159,0,1,0,0,0,2010,2011,89.5837899731947,87.6550214887223
1,0.00290200408760265,-0.0554760958357528,302.233325902299,517.693,0.016962862304159,0.0179117331971928,0,1,0,0,0,2011,2012,88.686929260925,89.5837899731947
1,0.00236240397301095,-0.00556170373162182,301.262419854749,518.916,0.0179117331971928,0.0257482463295129,0,1,0,0,0,2012,2013,93.8277736309702,88.686929260925
1,0.00175750988599318,0.0179064083419382,307.19590038005,519.828,0.0257482463295129,-0.00296446348447447,0,1,0,0,0,2013,2014,95.8906434465302,93.8277736309702
1,0.0021199319775002,0.0556277200138122,324.971969013921,520.93,-0.00296446348447447,0.0302433680424597,0,1,0,0,0,2014,2015,99.1674245669127,95.8906434465302
1,0.00180638473499324,0.017984439626858,331.413989480156,521.871,0.0302433680424597,0.000736235635585734,0,1,0,0,0,2015,2016,102.872404348839,99.1674245669127
1,0.00220169352196233,0.091951652243077,362.684819972149,523.02,0.000736235635585734,0.025262629356159,0,1,0,0,1,2016,2017,100.804083577276,102.872404348839
1,0.00198845168444794,0.087315970222438,395.137148793946,524.06,0.025262629356159,0.0152326922771075,0,1,0,0,1,2017,2018,103.017765438506,100.804083577276
1,0.00207037362134092,0.0285733000761075,407.268977936362,525.145,0.0152326922771075,0.0130432940778785,0,1,0,0,1,2018,2019,101.180879854444,103.017765438506
1,0.00222795608831882,-0.0582365900440283,384.405556264009,526.315,0.0130432940778785,0.0100535134542088,0,1,0,0,1,2019,2020,98.6264879950901,101.180879854444
1,0.0107670565213845,0.000661664929148788,1936.09674660705,446.286,0.0177256884829106,0.0218384759386983,0,0,1,0,0,2007,2008,76.2308589057717,77.4160001357911
1,0.0103610689109673,-0.0625702159962542,1833.75962626886,450.91,0.0218384759386983,0.0285717177547373,0,0,1,0,0,2008,2009,72.6169997831506,76.2308589057717
1,0.00995985895189737,0.0408148129167912,1927.61361080059,455.401,0.0285717177547373,0.0278125965926129,0,0,1,0,0,2009,2010,75.1746674942002,72.6169997831506
1,0.0100043697752091,0.0263619744088856,1998.22224988488,459.957,0.0278125965926129,0.0307749335277293,0,0,1,0,0,2010,2011,73.0387183444178,75.1746674942002
1,0.010409668729903,0.0257455553639757,2071.00395208222,464.745,0.0307749335277293,0.0271024424792472,0,0,1,0,0,2011,2012,81.5936424067054,73.0387183444178
1,0.0101302865011995,0.00337642910740279,2099.04725050867,469.453,0.0271024424792472,0.0245118921972823,0,0,1,0,0,2012,2013,83.9847512966887,81.5936424067054
1,0.00969639133203967,0.0186207868388627,2158.86533778313,474.005,0.0245118921972823,0.0291991931304118,0,0,1,0,0,2013,2014,80.603873623778,83.9847512966887
1,0.009236189491672,0.0234784739127979,2229.96004412044,478.383,0.0291991931304118,0.0213960291923616,0,0,1,0,0,2014,2015,86.9334433168578,80.603873623778
1,0.00880675107602072,0.0173458130291122,2288.61986639687,482.596,0.0213960291923616,0.00120485870911231,0,0,1,0,0,2015,2016,80.6444077344036,86.9334433168578
1,0.00931006473323441,0.0117121852486715,2336.98135920488,487.089,0.00120485870911231,0.0176468996426096,0,0,1,0,1,2016,2017,87.4035344019167,80.6444077344036
1,0.00860623007294356,0.0132298315826102,2388.27791455317,491.281,0.0176468996426096,0.00951360573390144,0,0,1,0,1,2017,2018,89.8646487896233,87.4035344019167
1,0.0077694842666416,-0.00825066011909203,2386.97563621941,495.098,0.00951360573390144,0.00874434889895169,0,0,1,0,1,2018,2019,91.2325741137388,89.8646487896233
1,0.00738843622878706,-0.0891246770028384,2190.30141655297,498.756,0.00874434889895169,0.00341038935388831,0,0,1,0,1,2019,2020,97.4676470946098,91.2325741137388
1,0.0157001073678051,0.00383552305451261,1468.75177439806,4485.935,0.030799086240598,0.0323580399160906,0,0,0,1,0,2007,2008,104.51179001477,112.685340139254
1,0.0157144497189536,-0.0338678953900574,1441.30717663338,4556.429,0.0323580399160906,0.0196900641205976,0,0,0,1,0,2008,2009,107.382127709182,104.51179001477
1,0.0157763897999955,0.0588004639141479,1550.13237273288,4628.313,0.0196900641205976,0.0384900264969996,0,0,0,1,0,2009,2010,114.552508046304,107.382127709182
1,0.0155814872503219,0.0552337017974861,1661.23936967167,4700.429,0.0384900264969996,0.0348272899947443,0,0,0,1,0,2010,2011,131.83174007202,114.552508046304
1,0.0154496536379971,0.0197423090318653,1720.20834122597,4773.049,0.0348272899947443,0.0378620777144459,0,0,0,1,0,2011,2012,133.244801488408,131.83174007202
1,0.0153704686459342,0.0415282119829381,1819.18394913235,4846.41300000001,0.0378620777144459,0.0245566381874991,0,0,0,1,0,2012,2013,137.021706607743,133.244801488408
1,0.0152597395228186,0.0250534462839641,1893.21654020408,4920.36800000001,0.0245566381874991,0.0434508017660675,0,0,0,1,0,2013,2014,141.361946117109,137.021706607743
1,0.0149921713172669,0.0291466843836024,1977.60823466273,4994.13500000001,0.0434508017660675,0.0169192729958269,0,0,0,1,0,2014,2015,145.671506666268,141.361946117109
1,0.0147615152573963,0.0163883079067115,2039.68879704271,5067.856,0.0169192729958269,0.0584133569734724,0,0,0,1,0,2015,2016,144.889668365466,145.671506666268
1,0.014381821425076,0.0388900412073485,2149.48763603368,5140.741,0.0584133569734724,0.0106279651528595,0,0,0,1,1,2016,2017,160.908103988267,144.889668365466
1,0.014037081424642,0.0150943541402943,2212.56073149836,5212.902,0.0106279651528595,-0.0155175692436927,0,0,0,1,1,2017,2018,155.201112312027,160.908103988267
1,0.0138224351810179,0.000695168952787354,2244.70307265655,5284.957,-0.0155175692436927,-0.0129735465498935,0,0,0,1,1,2018,2019,167.184819868535,155.201112312027
1,0.0134248963615032,-0.00853592355322024,2255.42013568658,5355.907,-0.0129735465498935,-0.00880956627439443,0,0,0,1,1,2019,2020,154.413617382487,167.184819868535
2,0.0131395350602697,0.184007150367373,10989.5437268541,1334.554,-0.105322411919442,-0.0857680113189934,1,0,0,0,0,2007,2009,85.0249586046434,65.3531375094667
2,0.0135142983645113,0.194203507780802,12158.3774277246,1343.698,-0.0963346140969999,-0.093277627059526,1,0,0,0,0,2008,2010,85.5930434733828,73.1927338692644
2,0.0135858121889409,0.195779538133745,13319.6036516575,1352.685,-0.0857680113189934,-0.0915744809013993,1,0,0,0,0,2009,2011,91.2776283930021,85.0249586046434
2,0.0132529779757058,0.166200578432942,14367.0221790085,1361.506,-0.093277627059526,-0.0888796136285185,1,0,0,0,0,2010,2012,99.5149312976085,85.5930434733828
2,0.0139951282079716,0.146362471500307,15482.7866863306,1371.616,-0.0915744809013993,-0.0679209904632757,1,0,0,0,0,2011,2013,115.418197195441,91.2776283930021
2,0.0140131589578011,0.141687449410351,16632.5018336394,1380.585,-0.0888796136285185,-0.0635540642328291,1,0,0,0,0,2012,2014,129.206428560052,99.5149312976085
2,0.013253709493036,0.134420392832422,17796.7769619942,1389.795,-0.0679209904632757,-0.0517229353304451,1,0,0,0,0,2013,2015,141.597597897524,115.418197195441
2,0.0123505615373193,0.128818458167937,19006.9577954098,1397.636,-0.0635540642328291,-0.055508052936097,1,0,0,0,0,2014,2016,155.58815181182,129.206428560052
2,0.0117628858932432,0.128418541457022,20318.4378832931,1406.143,-0.0517229353304451,-0.0379153473879071,1,0,0,0,1,2015,2017,152.948706065386,141.597597897524
2,0.0120009787956236,0.127096735970995,21679.7732214737,1414.409,-0.055508052936097,-9.77184061066998e-05,1,0,0,0,1,2016,2018,162.003778312903,155.58815181182
2,0.00966260188330774,0.120195992097086,22980.5596147621,1419.73,-0.0379153473879071,0.000296989627617951,1,0,0,0,1,2017,2019,173.334716814495,152.948706065386
2,0.00677951002857019,0.0770779393089012,23509.1124859016,1423.998,-9.77184061066998e-05,0.000184800401296593,1,0,0,0,1,2018,2020,196.815838844558,162.003778312903
2,0.00939566929133874,-0.0302304433413577,321.038420497197,512.773,0.0227419428473042,0.0359867140018507,0,1,0,0,0,2007,2009,86.2337197511394,89.714967261113
2,0.00783886643958352,-0.0309713025902429,328.36639864608,514.535,0.0227601693768727,0.0169298254885595,0,1,0,0,0,2008,2010,87.6550214887223,88.0675045870601
2,0.00667351830147046,-0.0127543168179476,319.058924986387,516.195,0.0359867140018507,0.016962862304159,0,1,0,0,0,2009,2011,89.5837899731947,86.2337197511394
2,0.00613758053388014,-0.0851997603591044,302.233325902299,517.693,0.0169298254885595,0.0179117331971928,0,1,0,0,0,2010,2012,88.686929260925,87.6550214887223
2,0.00527126376659984,-0.0607292579581492,301.262419854749,518.916,0.016962862304159,0.0257482463295129,0,1,0,0,0,2011,2013,93.8277736309702,89.5837899731947
2,0.0041240658073414,0.012245114472221,307.19590038005,519.828,0.0179117331971928,-0.00296446348447447,0,1,0,0,0,2012,2014,95.8906434465302,88.686929260925
2,0.00388116766490147,0.0745302210254487,324.971969013921,520.93,0.0257482463295129,0.0302433680424597,0,1,0,0,0,2013,2015,99.1674245669127,93.8277736309702
2,0.00393014612525683,0.0746125930128383,331.413989480156,521.871,-0.00296446348447447,0.000736235635585734,0,1,0,0,0,2014,2016,102.872404348839,95.8906434465302
2,0.00401205536252478,0.11158979080829,362.684819972149,523.02,0.0302433680424597,0.025262629356159,0,1,0,0,1,2015,2017,100.804083577276,99.1674245669127
2,0.00419452316760265,0.187296470194676,395.137148793946,524.06,0.000736235635585734,0.0152326922771075,0,1,0,0,1,2016,2018,103.017765438506,102.872404348839
2,0.00406294214370366,0.118384175717148,407.268977936362,525.145,0.025262629356159,0.0130432940778785,0,1,0,0,1,2017,2019,101.180879854444,100.804083577276
2,0.0043029424111745,-0.031327301530658,384.405556264009,526.315,0.0152326922771075,0.0100535134542088,0,1,0,0,1,2018,2020,98.6264879950901,103.017765438506
2,0.0212396836469382,-0.0619499515846394,1833.75962626886,450.91,0.0177256884829106,0.0285717177547373,0,0,1,0,0,2007,2009,72.6169997831506,77.4160001357911
2,0.0204241226478088,-0.0243091947395134,1927.61361080059,455.401,0.0218384759386983,0.0278125965926129,0,0,1,0,0,2008,2010,75.1746674942002,76.2308589057717
2,0.0200638708389701,0.0682527463792926,1998.22224988488,459.957,0.0285717177547373,0.0307749335277293,0,0,1,0,0,2009,2011,73.0387183444178,72.6169997831506
2,0.0205181806803235,0.052786233444509,2071.00395208222,464.745,0.0278125965926129,0.0271024424792472,0,0,1,0,0,2010,2012,81.5936424067054,75.1746674942002
2,0.0206454081577191,0.0292089125138957,2099.04725050867,469.453,0.0307749335277293,0.0245118921972823,0,0,1,0,0,2011,2013,83.9847512966887,73.0387183444178
2,0.0199249050554605,0.022060087712951,2158.86533778313,474.005,0.0271024424792472,0.0291991931304118,0,0,1,0,0,2012,2014,80.603873623778,81.5936424067054
2,0.0190221385314398,0.0425364484096926,2229.96004412044,478.383,0.0245118921972823,0.0213960291923616,0,0,1,0,0,2013,2015,86.9334433168578,83.9847512966887
2,0.0181242813894368,0.0412315401606103,2288.61986639687,482.596,0.0291991931304118,0.00120485870911231,0,0,1,0,0,2014,2016,80.6444077344036,80.603873623778
2,0.0181988072318624,0.0292611556532695,2336.98135920488,487.089,0.0213960291923616,0.0176468996426096,0,0,1,0,1,2015,2017,87.4035344019167,86.9334433168578
2,0.0179964193652662,0.025096967069586,2388.27791455317,491.281,0.00120485870911231,0.00951360573390144,0,0,1,0,1,2016,2018,89.8646487896233,80.6444077344036
2,0.016442580308732,0.00487001661969725,2386.97563621941,495.098,0.0176468996426096,0.00874434889895169,0,0,1,0,1,2017,2019,91.2325741137388,87.4035344019167
2,0.0152153248344633,-0.0966399997037562,2190.30141655297,498.756,0.00951360573390144,0.00341038935388831,0,0,1,0,1,2018,2020,97.4676470946098,89.8646487896233
2,0.0316612756345723,-0.0301622734291212,1441.30717663338,4556.429,0.030799086240598,0.0196900641205976,0,0,0,1,0,2007,2009,107.382127709182,112.685340139254
2,0.0317387568032078,0.0229411205633593,1550.13237273288,4628.313,0.0323580399160906,0.0384900264969996,0,0,0,1,0,2008,2010,114.552508046304,104.51179001477
2,0.0316036966668421,0.117281933001022,1661.23936967167,4700.429,0.0196900641205976,0.0348272899947443,0,0,0,1,0,2009,2011,131.83174007202,107.382127709182
2,0.0312718694695013,0.0760664516392112,1720.20834122597,4773.049,0.0384900264969996,0.0378620777144459,0,0,0,1,0,2010,2012,133.244801488408,114.552508046304
2,0.0310575907007647,0.0620903838093114,1819.18394913235,4846.41300000001,0.0348272899947443,0.0245566381874991,0,0,0,1,0,2011,2013,137.021706607743,131.83174007202
2,0.0308647575166334,0.0676220830950858,1893.21654020408,4920.36800000001,0.0378620777144459,0.0434508017660675,0,0,0,1,0,2012,2014,141.361946117109,133.244801488408
2,0.0304806874692684,0.0549303555591267,1977.60823466273,4994.13500000001,0.0245566381874991,0.0169192729958269,0,0,0,1,0,2013,2015,145.671506666268,137.021706607743
2,0.0299749937403045,0.046012657128452,2039.68879704271,5067.856,0.0434508017660675,0.0584133569734724,0,0,0,1,0,2014,2016,144.889668365466,141.361946117109
2,0.0293556341588677,0.0559156910838707,2149.48763603368,5140.741,0.0169192729958269,0.0106279651528595,0,0,0,1,1,2015,2017,160.908103988267,145.671506666268
2,0.0286207816480965,0.0545714154021572,2212.56073149836,5212.902,0.0584133569734724,-0.0155175692436927,0,0,0,1,1,2016,2018,155.201112312027,144.889668365466
2,0.0280535432537827,0.0158000162194423,2244.70307265655,5284.957,0.0106279651528595,-0.0129735465498935,0,0,0,1,1,2017,2019,167.184819868535,160.908103988267
2,0.0274328963022898,-0.00784668850947046,2255.42013568658,5355.907,-0.0155175692436927,-0.00880956627439443,0,0,0,1,1,2018,2020,154.413617382487,155.201112312027
3,0.0200812908143202,0.301022373778532,12158.3774277246,1343.698,-0.105322411919442,-0.093277627059526,1,0,0,0,0,2007,2010,85.5930434733828,65.3531375094667
3,0.0202929443098068,0.299568033335386,13319.6036516575,1352.685,-0.0963346140969999,-0.0915744809013993,1,0,0,0,0,2008,2011,91.2776283930021,73.1927338692644
3,0.0201955110096706,0.281455981396693,14367.0221790085,1361.506,-0.0857680113189934,-0.0888796136285185,1,0,0,0,0,2009,2012,99.5149312976085,85.0249586046434
3,0.0207769900677086,0.247505984424388,15482.7866863306,1371.616,-0.093277627059526,-0.0679209904632757,1,0,0,0,0,2010,2013,115.418197195441,85.5930434733828
3,0.0206256445513923,0.223488247018987,16632.5018336394,1380.585,-0.0915744809013993,-0.0635540642328291,1,0,0,0,0,2011,2014,129.206428560052,91.2776283930021
3,0.0207777270169944,0.213510141465675,17796.7769619942,1389.795,-0.0888796136285185,-0.0517229353304451,1,0,0,0,0,2012,2015,141.597597897524,99.5149312976085
3,0.0189703240557124,0.204763895296615,19006.9577954098,1397.636,-0.0679209904632757,-0.055508052936097,1,0,0,0,0,2013,2016,155.58815181182,115.418197195441
3,0.0185124421893617,0.199406496570694,20318.4378832931,1406.143,-0.0635540642328291,-0.0379153473879071,1,0,0,0,1,2014,2017,152.948706065386,129.206428560052
3,0.017710525653064,0.196986110778692,21679.7732214737,1414.409,-0.0517229353304451,-9.77184061066998e-05,1,0,0,0,1,2015,2018,162.003778312903,141.597597897524
3,0.0158081217140944,0.190244844626568,22980.5596147621,1419.73,-0.055508052936097,0.000296989627617951,1,0,0,0,1,2016,2019,173.334716814495,155.58815181182
3,0.0126978550545713,0.142525832581769,23509.1124859016,1423.998,-0.0379153473879071,0.000184800401296593,1,0,0,0,1,2017,2020,196.815838844558,152.948706065386
3,0.0128641732283465,-0.011491350458728,328.36639864608,514.535,0.0227419428473042,0.0169298254885595,0,1,0,0,0,2007,2010,87.6550214887223,89.714967261113
3,0.0110903702601005,-0.0614661199138913,319.058924986387,516.195,0.0227601693768727,0.016962862304159,0,1,0,0,0,2008,2011,89.5837899731947,88.0675045870601
3,0.00959488896646266,-0.0675228529515884,302.233325902299,517.693,0.0359867140018507,0.0179117331971928,0,1,0,0,0,2009,2012,88.686929260925,86.2337197511394
3,0.008514483951529,-0.0902876082656037,301.262419854749,518.916,0.0169298254885595,0.0257482463295129,0,1,0,0,0,2010,2013,93.8277736309702,87.6550214887223
3,0.00703803795077449,-0.0439102925075125,307.19590038005,519.828,0.016962862304159,-0.00296446348447447,0,1,0,0,0,2011,2014,95.8906434465302,89.5837899731947
3,0.0062527405238239,0.068554002285431,324.971969013921,520.93,0.0179117331971928,0.0302433680424597,0,1,0,0,0,2012,2015,99.1674245669127,88.686929260925
3,0.00569456328191854,0.0938550449127152,331.413989480156,521.871,0.0257482463295129,0.000736235635585734,0,1,0,0,0,2013,2016,102.872404348839,93.8277736309702
3,0.0061404926244835,0.173424996461586,362.684819972149,523.02,-0.00296446348447447,0.025262629356159,0,1,0,0,1,2014,2017,100.804083577276,95.8906434465302
3,0.00600848482521643,0.208649331882073,395.137148793946,524.06,0.0302433680424597,0.0152326922771075,0,1,0,0,1,2015,2018,103.017765438506,99.1674245669127
3,0.00627358101906388,0.221221448516851,407.268977936362,525.145,0.000736235635585734,0.0130432940778785,0,1,0,0,1,2016,2019,101.180879854444,102.872404348839
3,0.00629995028870803,0.0532532949641797,384.405556264009,526.315,0.025262629356159,0.0100535134542088,0,1,0,0,1,2017,2020,98.6264879950901,100.804083577276
3,0.031411086852142,-0.0236636143519796,1927.61361080059,455.401,0.0177256884829106,0.0278125965926129,0,0,1,0,0,2007,2010,75.1746674942002,77.4160001357911
3,0.0306328228983208,0.00141194129974852,1998.22224988488,459.957,0.0218384759386983,0.0307749335277293,0,0,1,0,0,2008,2011,73.0387183444178,76.2308589057717
3,0.0306823978177464,0.0957555066039199,2071.00395208222,464.745,0.0285717177547373,0.0271024424792472,0,0,1,0,0,2009,2012,81.5936424067054,72.6169997831506
3,0.0308563222302981,0.056340891526984,2099.04725050867,469.453,0.0278125965926129,0.0245118921972823,0,0,1,0,0,2010,2013,83.9847512966887,75.1746674942002
3,0.0305419854464657,0.0483735922864747,2158.86533778313,474.005,0.0307749335277293,0.0291991931304118,0,0,1,0,0,2011,2014,80.603873623778,73.0387183444178
3,0.0293451247458283,0.0460564988196314,2229.96004412044,478.383,0.0271024424792472,0.0213960291923616,0,0,1,0,0,2012,2015,86.9334433168578,81.5936424067054
3,0.0279964128464405,0.0606200907198418,2288.61986639687,482.596,0.0245118921972823,0.00120485870911231,0,0,1,0,0,2013,2016,80.6444077344036,83.9847512966887
3,0.0276030843556503,0.053426636845731,2336.98135920488,487.089,0.0291991931304118,0.0176468996426096,0,0,1,0,1,2014,2017,87.4035344019167,80.603873623778
3,0.0269616604268965,0.042878107397085,2388.27791455317,491.281,0.0213960291923616,0.00951360573390144,0,0,1,0,1,2015,2018,89.8646487896233,86.9334433168578
3,0.0259057265290221,0.0166392404051828,2386.97563621941,495.098,0.00120485870911231,0.00874434889895169,0,0,1,0,1,2016,2019,91.2325741137388,80.6444077344036
3,0.0239525014935668,-0.0846886990413701,2190.30141655297,498.756,0.0176468996426096,0.00341038935388831,0,0,1,0,1,2017,2020,97.4676470946098,87.4035344019167
3,0.0479371660605439,0.026864634814689,1550.13237273288,4628.313,0.030799086240598,0.0384900264969996,0,0,0,1,0,2007,2010,114.552508046304,112.685340139254
3,0.0478147810879999,0.0794419453729422,1661.23936967167,4700.429,0.0323580399160906,0.0348272899947443,0,0,0,1,0,2008,2011,131.83174007202,104.51179001477
3,0.0475416164720223,0.139339658198048,1720.20834122597,4773.049,0.0196900641205976,0.0378620777144459,0,0,0,1,0,2009,2012,133.244801488408,107.382127709182
3,0.0471230014046163,0.120753567350612,1819.18394913235,4846.41300000001,0.0384900264969996,0.0245566381874991,0,0,0,1,0,2010,2013,137.021706607743,114.552508046304
3,0.0467912609678833,0.0886994081887928,1893.21654020408,4920.36800000001,0.0348272899947443,0.0434508017660675,0,0,0,1,0,2011,2014,141.361946117109,131.83174007202
3,0.0463196585662556,0.0987397269920224,1977.60823466273,4994.13500000001,0.0378620777144459,0.0169192729958269,0,0,0,1,0,2012,2015,145.671506666268,133.244801488408
3,0.0456921438597982,0.0722188790461662,2039.68879704271,5067.856,0.0245566381874991,0.0584133569734724,0,0,0,1,0,2013,2016,144.889668365466,137.021706607743
3,0.0447879101725714,0.0866921324675857,2149.48763603368,5140.741,0.0434508017660675,0.0106279651528595,0,0,0,1,1,2014,2017,160.908103988267,141.361946117109
3,0.0438047830104697,0.0718540564673842,2212.56073149836,5212.902,0.0169192729958269,-0.0155175692436927,0,0,0,1,1,2015,2018,155.201112312027,145.671506666268
3,0.0428388257282752,0.0553045207086418,2244.70307265655,5284.957,0.0584133569734724,-0.0129735465498935,0,0,0,1,1,2016,2019,167.184819868535,144.889668365466
3,0.0418550555260408,0.00712922493563329,2255.42013568658,5355.907,0.0106279651528595,-0.00880956627439443,0,0,0,1,1,2017,2020,154.413617382487,160.908103988267
4,0.0269038585047894,0.415811523413349,13319.6036516575,1352.685,-0.105322411919442,-0.0915744809013993,1,0,0,0,0,2007,2011,91.2776283930021,65.3531375094667
4,0.0269463810387991,0.39268082154062,14367.0221790085,1361.506,-0.0963346140969999,-0.0888796136285185,1,0,0,0,0,2008,2012,99.5149312976085,73.1927338692644
